kod,title,task_id,distractor_1,distractor_2,distractor_3,target,full_text,sentence_with_gap,sentence_with_answer
943703,A night in the Eifel Tower,35,kept,took,gave,held,"Seven million people visit the Eiffel Tower every year. But have you ever dreamed of sleeping in this iconic structure? Holiday rental company Viva constructed a temporary VIP apartment on the first level of the tower, open only for the duration of the Euro football tournament from 10 June to 10 July 2016. The two-bedroom apartment, with the best Paris views was furnished with a big screen television for watching the game. The space also included a seating area filled with hanging plants. A lot of people were attracted by the opportunity to sleep in the apartment. To determine who got this chance, Viva held a contest asking entrants to describe how they would spend their night in the tower. ""My two young sons are autistic and are both obsessed with lights and the tower itself so I'd spend the night enjoying their excitement!"" was the winning response from Michelle, in the UK. Scott, from the United States, managed to win a night's stay with his response about reuniting five generations in Paris: his mother who first visited the city in 1953, his daughter and granddaughter who visited at 13 and 14 respectively, and a brand new granddaughter who joined the trip. The four winners began their one-night stays from the 23rd of June. Although there were no other nights to win, all the visitors to the EiffelTower had the chance to tour the apartment and join a match viewing party.","To determine who got this chance, Viva 35 ______ a contest asking entrants to describe how they would spend their night in the tower.","To determine who got this chance, Viva held a contest asking entrants to describe how they would spend their night in the tower."
943703,A night in the Eifel Tower,36,amusing,preferring,pleasing,enjoying,"Seven million people visit the Eiffel Tower every year. But have you ever dreamed of sleeping in this iconic structure? Holiday rental company Viva constructed a temporary VIP apartment on the first level of the tower, open only for the duration of the Euro football tournament from 10 June to 10 July 2016. The two-bedroom apartment, with the best Paris views was furnished with a big screen television for watching the game. The space also included a seating area filled with hanging plants. A lot of people were attracted by the opportunity to sleep in the apartment. To determine who got this chance, Viva held a contest asking entrants to describe how they would spend their night in the tower. ""My two young sons are autistic and are both obsessed with lights and the tower itself so I'd spend the night enjoying their excitement!"" was the winning response from Michelle, in the UK. Scott, from the United States, managed to win a night's stay with his response about reuniting five generations in Paris: his mother who first visited the city in 1953, his daughter and granddaughter who visited at 13 and 14 respectively, and a brand new granddaughter who joined the trip. The four winners began their one-night stays from the 23rd of June. Although there were no other nights to win, all the visitors to the EiffelTower had the chance to tour the apartment and join a match viewing party.","""My two young sons are autistic and are both obsessed with lights and the tower itself so I'd spend the night 36 ______ their excitement!"" was the winning response from Michelle, in the UK.","""My two young sons are autistic and are both obsessed with lights and the tower itself so I'd spend the night enjoying their excitement!"" was the winning response from Michelle, in the UK."
943703,A night in the Eifel Tower,37,handled,achieved,maintained,managed,"Seven million people visit the Eiffel Tower every year. But have you ever dreamed of sleeping in this iconic structure? Holiday rental company Viva constructed a temporary VIP apartment on the first level of the tower, open only for the duration of the Euro football tournament from 10 June to 10 July 2016. The two-bedroom apartment, with the best Paris views was furnished with a big screen television for watching the game. The space also included a seating area filled with hanging plants. A lot of people were attracted by the opportunity to sleep in the apartment. To determine who got this chance, Viva held a contest asking entrants to describe how they would spend their night in the tower. ""My two young sons are autistic and are both obsessed with lights and the tower itself so I'd spend the night enjoying their excitement!"" was the winning response from Michelle, in the UK. Scott, from the United States, managed to win a night's stay with his response about reuniting five generations in Paris: his mother who first visited the city in 1953, his daughter and granddaughter who visited at 13 and 14 respectively, and a brand new granddaughter who joined the trip. The four winners began their one-night stays from the 23rd of June. Although there were no other nights to win, all the visitors to the EiffelTower had the chance to tour the apartment and join a match viewing party.","Scott, from the United States, 37 ______ to win a night's stay with his response about reuniting five generations in Paris: his mother who first visited the city in 1953, his daughter and granddaughter who visited at 13 and 14 respectively, and a brand new granddaughter who joined the trip.","Scott, from the United States, managed to win a night's stay with his response about reuniting five generations in Paris: his mother who first visited the city in 1953, his daughter and granddaughter who visited at 13 and 14 respectively, and a brand new granddaughter who joined the trip."
943703,A night in the Eifel Tower,38,moreover,therefore,however,although,"Seven million people visit the Eiffel Tower every year. But have you ever dreamed of sleeping in this iconic structure? Holiday rental company Viva constructed a temporary VIP apartment on the first level of the tower, open only for the duration of the Euro football tournament from 10 June to 10 July 2016. The two-bedroom apartment, with the best Paris views was furnished with a big screen television for watching the game. The space also included a seating area filled with hanging plants. A lot of people were attracted by the opportunity to sleep in the apartment. To determine who got this chance, Viva held a contest asking entrants to describe how they would spend their night in the tower. ""My two young sons are autistic and are both obsessed with lights and the tower itself so I'd spend the night enjoying their excitement!"" was the winning response from Michelle, in the UK. Scott, from the United States, managed to win a night's stay with his response about reuniting five generations in Paris: his mother who first visited the city in 1953, his daughter and granddaughter who visited at 13 and 14 respectively, and a brand new granddaughter who joined the trip. The four winners began their one-night stays from the 23rd of June. Although there were no other nights to win, all the visitors to the EiffelTower had the chance to tour the apartment and join a match viewing party.","38 ______ there were no other nights to win, all the visitors to the EiffelTower had the chance to tour the apartment and join a match viewing party.","although there were no other nights to win, all the visitors to the EiffelTower had the chance to tour the apartment and join a match viewing party."
9ADFF3,A busy day,32,therefore,however,moreover,although,"The January sales started and when the girls arrived at Browns department store, where they worked, there were a lot of people queuing along the street. Although the time before Christmas had been very busy for shop assistants, they were shocked by such a big crowd outside the shop. ""I've never seen such a queue! Do they think we're going to be giving the stuff away or something?"" Anna asked her friend Lucy. ""Well, you know what they say – the early bird catches the worm, and according to the radio, some people have been queuing all night in London to get the best bargains,"" Lucy said. ""Let's think positively – if we are busy, the time will go quicker."" On her way to the cosmetics department Anna was wondering if they would even have time for their breaks or lunch-hours. And she was quite right as there was no chance of a morning break but at last the girls were given permission to go for a shortened lunch break and they met up in the staff dining room. ""My God,"" Lucy said as they stood at the counter. ""I've actually had two ladies almost come to fight over a dress. I could hardly calm them down."" ""It hasn't been much better in the perfume and cosmetics department,"" Anna remarked. ""I ran out of Chanel perfume within an hour and the customers got angry with me, as if it was my fault! I'll tell you, at one point I was ready to walk out!"" That was really busy time for them. After all, the worst of the sales rush should be over soon.","32 ______ the time before Christmas had been very busy for shop assistants, they were shocked by such a big crowd outside the shop.","although the time before Christmas had been very busy for shop assistants, they were shocked by such a big crowd outside the shop."
9ADFF3,A busy day,33,glanced,watched,looked,seen,"The January sales started and when the girls arrived at Browns department store, where they worked, there were a lot of people queuing along the street. Although the time before Christmas had been very busy for shop assistants, they were shocked by such a big crowd outside the shop. ""I've never seen such a queue! Do they think we're going to be giving the stuff away or something?"" Anna asked her friend Lucy. ""Well, you know what they say – the early bird catches the worm, and according to the radio, some people have been queuing all night in London to get the best bargains,"" Lucy said. ""Let's think positively – if we are busy, the time will go quicker."" On her way to the cosmetics department Anna was wondering if they would even have time for their breaks or lunch-hours. And she was quite right as there was no chance of a morning break but at last the girls were given permission to go for a shortened lunch break and they met up in the staff dining room. ""My God,"" Lucy said as they stood at the counter. ""I've actually had two ladies almost come to fight over a dress. I could hardly calm them down."" ""It hasn't been much better in the perfume and cosmetics department,"" Anna remarked. ""I ran out of Chanel perfume within an hour and the customers got angry with me, as if it was my fault! I'll tell you, at one point I was ready to walk out!"" That was really busy time for them. After all, the worst of the sales rush should be over soon.","""I've never 33 ______ such a queue!","""I've never seen such a queue!"
9ADFF3,A busy day,34,concerning,regarding,including,according,"The January sales started and when the girls arrived at Browns department store, where they worked, there were a lot of people queuing along the street. Although the time before Christmas had been very busy for shop assistants, they were shocked by such a big crowd outside the shop. ""I've never seen such a queue! Do they think we're going to be giving the stuff away or something?"" Anna asked her friend Lucy. ""Well, you know what they say – the early bird catches the worm, and according to the radio, some people have been queuing all night in London to get the best bargains,"" Lucy said. ""Let's think positively – if we are busy, the time will go quicker."" On her way to the cosmetics department Anna was wondering if they would even have time for their breaks or lunch-hours. And she was quite right as there was no chance of a morning break but at last the girls were given permission to go for a shortened lunch break and they met up in the staff dining room. ""My God,"" Lucy said as they stood at the counter. ""I've actually had two ladies almost come to fight over a dress. I could hardly calm them down."" ""It hasn't been much better in the perfume and cosmetics department,"" Anna remarked. ""I ran out of Chanel perfume within an hour and the customers got angry with me, as if it was my fault! I'll tell you, at one point I was ready to walk out!"" That was really busy time for them. After all, the worst of the sales rush should be over soon.","""Well, you know what they say – the early bird catches the worm, and 34 ______ to the radio, some people have been queuing all night in London to get the best bargains,"" Lucy said.","""Well, you know what they say – the early bird catches the worm, and according to the radio, some people have been queuing all night in London to get the best bargains,"" Lucy said."
9ADFF3,A busy day,35,track,path,road,way,"The January sales started and when the girls arrived at Browns department store, where they worked, there were a lot of people queuing along the street. Although the time before Christmas had been very busy for shop assistants, they were shocked by such a big crowd outside the shop. ""I've never seen such a queue! Do they think we're going to be giving the stuff away or something?"" Anna asked her friend Lucy. ""Well, you know what they say – the early bird catches the worm, and according to the radio, some people have been queuing all night in London to get the best bargains,"" Lucy said. ""Let's think positively – if we are busy, the time will go quicker."" On her way to the cosmetics department Anna was wondering if they would even have time for their breaks or lunch-hours. And she was quite right as there was no chance of a morning break but at last the girls were given permission to go for a shortened lunch break and they met up in the staff dining room. ""My God,"" Lucy said as they stood at the counter. ""I've actually had two ladies almost come to fight over a dress. I could hardly calm them down."" ""It hasn't been much better in the perfume and cosmetics department,"" Anna remarked. ""I ran out of Chanel perfume within an hour and the customers got angry with me, as if it was my fault! I'll tell you, at one point I was ready to walk out!"" That was really busy time for them. After all, the worst of the sales rush should be over soon.","""Let's think positively – if we are busy, the time will go quicker."" On her 35 ______ to the cosmetics department Anna was wondering if they would even have time for their breaks or lunch-hours.","""Let's think positively – if we are busy, the time will go quicker."" On her way to the cosmetics department Anna was wondering if they would even have time for their breaks or lunch-hours."
9ADFF3,A busy day,36,promise,proposal,possibility,permission,"The January sales started and when the girls arrived at Browns department store, where they worked, there were a lot of people queuing along the street. Although the time before Christmas had been very busy for shop assistants, they were shocked by such a big crowd outside the shop. ""I've never seen such a queue! Do they think we're going to be giving the stuff away or something?"" Anna asked her friend Lucy. ""Well, you know what they say – the early bird catches the worm, and according to the radio, some people have been queuing all night in London to get the best bargains,"" Lucy said. ""Let's think positively – if we are busy, the time will go quicker."" On her way to the cosmetics department Anna was wondering if they would even have time for their breaks or lunch-hours. And she was quite right as there was no chance of a morning break but at last the girls were given permission to go for a shortened lunch break and they met up in the staff dining room. ""My God,"" Lucy said as they stood at the counter. ""I've actually had two ladies almost come to fight over a dress. I could hardly calm them down."" ""It hasn't been much better in the perfume and cosmetics department,"" Anna remarked. ""I ran out of Chanel perfume within an hour and the customers got angry with me, as if it was my fault! I'll tell you, at one point I was ready to walk out!"" That was really busy time for them. After all, the worst of the sales rush should be over soon.",And she was quite right as there was no chance of a morning break but at last the girls were given 36 ______ to go for a shortened lunch break and they met up in the staff dining room.,And she was quite right as there was no chance of a morning break but at last the girls were given permission to go for a shortened lunch break and they met up in the staff dining room.
9ADFF3,A busy day,37,sharply,roughly,nearly,hardly,"The January sales started and when the girls arrived at Browns department store, where they worked, there were a lot of people queuing along the street. Although the time before Christmas had been very busy for shop assistants, they were shocked by such a big crowd outside the shop. ""I've never seen such a queue! Do they think we're going to be giving the stuff away or something?"" Anna asked her friend Lucy. ""Well, you know what they say – the early bird catches the worm, and according to the radio, some people have been queuing all night in London to get the best bargains,"" Lucy said. ""Let's think positively – if we are busy, the time will go quicker."" On her way to the cosmetics department Anna was wondering if they would even have time for their breaks or lunch-hours. And she was quite right as there was no chance of a morning break but at last the girls were given permission to go for a shortened lunch break and they met up in the staff dining room. ""My God,"" Lucy said as they stood at the counter. ""I've actually had two ladies almost come to fight over a dress. I could hardly calm them down."" ""It hasn't been much better in the perfume and cosmetics department,"" Anna remarked. ""I ran out of Chanel perfume within an hour and the customers got angry with me, as if it was my fault! I'll tell you, at one point I was ready to walk out!"" That was really busy time for them. After all, the worst of the sales rush should be over soon.","I could 37 ______ calm them down."" ""It hasn't been much better in the perfume and cosmetics department,"" Anna remarked.","I could hardly calm them down."" ""It hasn't been much better in the perfume and cosmetics department,"" Anna remarked."
9ADFF3,A busy day,38,harm,shame,blame,fault,"The January sales started and when the girls arrived at Browns department store, where they worked, there were a lot of people queuing along the street. Although the time before Christmas had been very busy for shop assistants, they were shocked by such a big crowd outside the shop. ""I've never seen such a queue! Do they think we're going to be giving the stuff away or something?"" Anna asked her friend Lucy. ""Well, you know what they say – the early bird catches the worm, and according to the radio, some people have been queuing all night in London to get the best bargains,"" Lucy said. ""Let's think positively – if we are busy, the time will go quicker."" On her way to the cosmetics department Anna was wondering if they would even have time for their breaks or lunch-hours. And she was quite right as there was no chance of a morning break but at last the girls were given permission to go for a shortened lunch break and they met up in the staff dining room. ""My God,"" Lucy said as they stood at the counter. ""I've actually had two ladies almost come to fight over a dress. I could hardly calm them down."" ""It hasn't been much better in the perfume and cosmetics department,"" Anna remarked. ""I ran out of Chanel perfume within an hour and the customers got angry with me, as if it was my fault! I'll tell you, at one point I was ready to walk out!"" That was really busy time for them. After all, the worst of the sales rush should be over soon.","""I ran out of Chanel perfume within an hour and the customers got angry with me, as if it was my 38 ______!","""I ran out of Chanel perfume within an hour and the customers got angry with me, as if it was my fault!"
A57B61,A hard task,32,admire,adore,envy,enjoy,"I barely made the 8:30 a.m. Saturday train to Huntington, a town on the north shore of Long Island. The railroad stopped service because of the snowfall the night before; sleepy commuters wearing smart suits crowded in the train. They seemed really tired and eager to get home and finally enjoy the rest of the weekend with their families. I had planned on using this one-hour train ride to get a good start on a short story I was supposed to submit to a magazine on Monday morning. But standing there, sandwiched between a stroller and an exhausted businessman, I couldn't even get my journal out of my backpack. It was absolutely impossible to compose my thoughts on its pages. Of course, it was a relief for me as I was forced to relax instead of struggling with my blank journal pages. Frankly speaking, I'd been struggling to come up with an idea for the story for days, my thoughts circling aimlessly in the warehouse of my mind. The harder I looked for the idea, the emptier my head seemed. And then, unexpectedly, as I was trying hard to maintain my balance, pressed against the bathroom door and a crowd of commuters, I finally got an idea – or rather, an idea for how to get an idea. I decided that by the end of whatever adventure I have this weekend, I will write a short story about it. I told my friend Bennett about my decision when I was getting inside his car at the station. And the two of us set off on our adventure.",They seemed really tired and eager to get home and finally 32 ______ the rest of the weekend with their families.,They seemed really tired and eager to get home and finally enjoy the rest of the weekend with their families.
A57B61,A hard task,33,suspected,succeeded,supported,supposed,"I barely made the 8:30 a.m. Saturday train to Huntington, a town on the north shore of Long Island. The railroad stopped service because of the snowfall the night before; sleepy commuters wearing smart suits crowded in the train. They seemed really tired and eager to get home and finally enjoy the rest of the weekend with their families. I had planned on using this one-hour train ride to get a good start on a short story I was supposed to submit to a magazine on Monday morning. But standing there, sandwiched between a stroller and an exhausted businessman, I couldn't even get my journal out of my backpack. It was absolutely impossible to compose my thoughts on its pages. Of course, it was a relief for me as I was forced to relax instead of struggling with my blank journal pages. Frankly speaking, I'd been struggling to come up with an idea for the story for days, my thoughts circling aimlessly in the warehouse of my mind. The harder I looked for the idea, the emptier my head seemed. And then, unexpectedly, as I was trying hard to maintain my balance, pressed against the bathroom door and a crowd of commuters, I finally got an idea – or rather, an idea for how to get an idea. I decided that by the end of whatever adventure I have this weekend, I will write a short story about it. I told my friend Bennett about my decision when I was getting inside his car at the station. And the two of us set off on our adventure.",I had planned on using this one-hour train ride to get a good start on a short story I was 33 ______ to submit to a magazine on Monday morning.,I had planned on using this one-hour train ride to get a good start on a short story I was supposed to submit to a magazine on Monday morning.
A57B61,A hard task,34,refund,revenge,regret,relief,"I barely made the 8:30 a.m. Saturday train to Huntington, a town on the north shore of Long Island. The railroad stopped service because of the snowfall the night before; sleepy commuters wearing smart suits crowded in the train. They seemed really tired and eager to get home and finally enjoy the rest of the weekend with their families. I had planned on using this one-hour train ride to get a good start on a short story I was supposed to submit to a magazine on Monday morning. But standing there, sandwiched between a stroller and an exhausted businessman, I couldn't even get my journal out of my backpack. It was absolutely impossible to compose my thoughts on its pages. Of course, it was a relief for me as I was forced to relax instead of struggling with my blank journal pages. Frankly speaking, I'd been struggling to come up with an idea for the story for days, my thoughts circling aimlessly in the warehouse of my mind. The harder I looked for the idea, the emptier my head seemed. And then, unexpectedly, as I was trying hard to maintain my balance, pressed against the bathroom door and a crowd of commuters, I finally got an idea – or rather, an idea for how to get an idea. I decided that by the end of whatever adventure I have this weekend, I will write a short story about it. I told my friend Bennett about my decision when I was getting inside his car at the station. And the two of us set off on our adventure.","Of course, it was a 34 ______ for me as I was forced to relax instead of struggling with my blank journal pages.","Of course, it was a relief for me as I was forced to relax instead of struggling with my blank journal pages."
A57B61,A hard task,35,telling,talking,saying,speaking,"I barely made the 8:30 a.m. Saturday train to Huntington, a town on the north shore of Long Island. The railroad stopped service because of the snowfall the night before; sleepy commuters wearing smart suits crowded in the train. They seemed really tired and eager to get home and finally enjoy the rest of the weekend with their families. I had planned on using this one-hour train ride to get a good start on a short story I was supposed to submit to a magazine on Monday morning. But standing there, sandwiched between a stroller and an exhausted businessman, I couldn't even get my journal out of my backpack. It was absolutely impossible to compose my thoughts on its pages. Of course, it was a relief for me as I was forced to relax instead of struggling with my blank journal pages. Frankly speaking, I'd been struggling to come up with an idea for the story for days, my thoughts circling aimlessly in the warehouse of my mind. The harder I looked for the idea, the emptier my head seemed. And then, unexpectedly, as I was trying hard to maintain my balance, pressed against the bathroom door and a crowd of commuters, I finally got an idea – or rather, an idea for how to get an idea. I decided that by the end of whatever adventure I have this weekend, I will write a short story about it. I told my friend Bennett about my decision when I was getting inside his car at the station. And the two of us set off on our adventure.","Frankly 35 ______, I'd been struggling to come up with an idea for the story for days, my thoughts circling aimlessly in the warehouse of my mind.","Frankly speaking, I'd been struggling to come up with an idea for the story for days, my thoughts circling aimlessly in the warehouse of my mind."
A57B61,A hard task,36,watched,glanced,saw,looked,"I barely made the 8:30 a.m. Saturday train to Huntington, a town on the north shore of Long Island. The railroad stopped service because of the snowfall the night before; sleepy commuters wearing smart suits crowded in the train. They seemed really tired and eager to get home and finally enjoy the rest of the weekend with their families. I had planned on using this one-hour train ride to get a good start on a short story I was supposed to submit to a magazine on Monday morning. But standing there, sandwiched between a stroller and an exhausted businessman, I couldn't even get my journal out of my backpack. It was absolutely impossible to compose my thoughts on its pages. Of course, it was a relief for me as I was forced to relax instead of struggling with my blank journal pages. Frankly speaking, I'd been struggling to come up with an idea for the story for days, my thoughts circling aimlessly in the warehouse of my mind. The harder I looked for the idea, the emptier my head seemed. And then, unexpectedly, as I was trying hard to maintain my balance, pressed against the bathroom door and a crowd of commuters, I finally got an idea – or rather, an idea for how to get an idea. I decided that by the end of whatever adventure I have this weekend, I will write a short story about it. I told my friend Bennett about my decision when I was getting inside his car at the station. And the two of us set off on our adventure.","The harder I 36 ______ for the idea, the emptier my head seemed.","The harder I looked for the idea, the emptier my head seemed."
A57B61,A hard task,37,wherever,whenever,whoever,whatever,"I barely made the 8:30 a.m. Saturday train to Huntington, a town on the north shore of Long Island. The railroad stopped service because of the snowfall the night before; sleepy commuters wearing smart suits crowded in the train. They seemed really tired and eager to get home and finally enjoy the rest of the weekend with their families. I had planned on using this one-hour train ride to get a good start on a short story I was supposed to submit to a magazine on Monday morning. But standing there, sandwiched between a stroller and an exhausted businessman, I couldn't even get my journal out of my backpack. It was absolutely impossible to compose my thoughts on its pages. Of course, it was a relief for me as I was forced to relax instead of struggling with my blank journal pages. Frankly speaking, I'd been struggling to come up with an idea for the story for days, my thoughts circling aimlessly in the warehouse of my mind. The harder I looked for the idea, the emptier my head seemed. And then, unexpectedly, as I was trying hard to maintain my balance, pressed against the bathroom door and a crowd of commuters, I finally got an idea – or rather, an idea for how to get an idea. I decided that by the end of whatever adventure I have this weekend, I will write a short story about it. I told my friend Bennett about my decision when I was getting inside his car at the station. And the two of us set off on our adventure.","I decided that by the end of 37 ______ adventure I have this weekend, I will write a short story about it.","I decided that by the end of whatever adventure I have this weekend, I will write a short story about it."
A57B61,A hard task,38,round,over,down,off,"I barely made the 8:30 a.m. Saturday train to Huntington, a town on the north shore of Long Island. The railroad stopped service because of the snowfall the night before; sleepy commuters wearing smart suits crowded in the train. They seemed really tired and eager to get home and finally enjoy the rest of the weekend with their families. I had planned on using this one-hour train ride to get a good start on a short story I was supposed to submit to a magazine on Monday morning. But standing there, sandwiched between a stroller and an exhausted businessman, I couldn't even get my journal out of my backpack. It was absolutely impossible to compose my thoughts on its pages. Of course, it was a relief for me as I was forced to relax instead of struggling with my blank journal pages. Frankly speaking, I'd been struggling to come up with an idea for the story for days, my thoughts circling aimlessly in the warehouse of my mind. The harder I looked for the idea, the emptier my head seemed. And then, unexpectedly, as I was trying hard to maintain my balance, pressed against the bathroom door and a crowd of commuters, I finally got an idea – or rather, an idea for how to get an idea. I decided that by the end of whatever adventure I have this weekend, I will write a short story about it. I told my friend Bennett about my decision when I was getting inside his car at the station. And the two of us set off on our adventure.",And the two of us set 38 ______ on our adventure.,And the two of us set off on our adventure.
A5C497,My uncle,30,resulted,achieved,succeeded,managed,"I didn't like my uncle Conrad. When he rose in the morning, he somehow managed to wake the entire household. No one complained, as he was the breadwinner in the family, and in any case, he was cheaper and more reliable than an alarm clock. The first noise I would hear was the bedroom door slamming. This would be followed by my uncle tramping along the creaky wooden landing and down the stairs. Then another door would slam as he disappeared into the bathroom. If anyone was still asleep, the rush of water, followed by two more slammed doors before he returned to the bedroom, served to remind them that my uncle expected his breakfast to be on the table by the time he walked into the kitchen. He only had a wash and a shave on Saturday evenings before going to the cinema. He took a bath four times a year on quarter-day. No one was going to accuse him of wasting his hard-earned cash on soap. My mum would be next up, leaping out of bed moments after the first slammed door. There would be a bowl of porridge on the stove by the time my uncle came out of the bathroom. Grandma followed shortly afterwards, and would join her daughter in the kitchen before my uncle had taken his place at the head of the table. I had to be down within 5 minutes of the first slammed door if I hoped to get any breakfast. This daily routine in the household never varied.","When he rose in the morning, he somehow 30 ______ to wake the entire household.","When he rose in the morning, he somehow managed to wake the entire household."
A5C497,My uncle,31,view,way,sense,case,"I didn't like my uncle Conrad. When he rose in the morning, he somehow managed to wake the entire household. No one complained, as he was the breadwinner in the family, and in any case, he was cheaper and more reliable than an alarm clock. The first noise I would hear was the bedroom door slamming. This would be followed by my uncle tramping along the creaky wooden landing and down the stairs. Then another door would slam as he disappeared into the bathroom. If anyone was still asleep, the rush of water, followed by two more slammed doors before he returned to the bedroom, served to remind them that my uncle expected his breakfast to be on the table by the time he walked into the kitchen. He only had a wash and a shave on Saturday evenings before going to the cinema. He took a bath four times a year on quarter-day. No one was going to accuse him of wasting his hard-earned cash on soap. My mum would be next up, leaping out of bed moments after the first slammed door. There would be a bowl of porridge on the stove by the time my uncle came out of the bathroom. Grandma followed shortly afterwards, and would join her daughter in the kitchen before my uncle had taken his place at the head of the table. I had to be down within 5 minutes of the first slammed door if I hoped to get any breakfast. This daily routine in the household never varied.","No one complained, as he was the breadwinner in the family, and in any 31 ______, he was cheaper and more reliable than an alarm clock.","No one complained, as he was the breadwinner in the family, and in any case, he was cheaper and more reliable than an alarm clock."
A5C497,My uncle,32,departed,digressed,distracted,disappeared,"I didn't like my uncle Conrad. When he rose in the morning, he somehow managed to wake the entire household. No one complained, as he was the breadwinner in the family, and in any case, he was cheaper and more reliable than an alarm clock. The first noise I would hear was the bedroom door slamming. This would be followed by my uncle tramping along the creaky wooden landing and down the stairs. Then another door would slam as he disappeared into the bathroom. If anyone was still asleep, the rush of water, followed by two more slammed doors before he returned to the bedroom, served to remind them that my uncle expected his breakfast to be on the table by the time he walked into the kitchen. He only had a wash and a shave on Saturday evenings before going to the cinema. He took a bath four times a year on quarter-day. No one was going to accuse him of wasting his hard-earned cash on soap. My mum would be next up, leaping out of bed moments after the first slammed door. There would be a bowl of porridge on the stove by the time my uncle came out of the bathroom. Grandma followed shortly afterwards, and would join her daughter in the kitchen before my uncle had taken his place at the head of the table. I had to be down within 5 minutes of the first slammed door if I hoped to get any breakfast. This daily routine in the household never varied.",Then another door would slam as he 32 ______ into the bathroom.,Then another door would slam as he disappeared into the bathroom.
A5C497,My uncle,33,review,revise,remember,remind,"I didn't like my uncle Conrad. When he rose in the morning, he somehow managed to wake the entire household. No one complained, as he was the breadwinner in the family, and in any case, he was cheaper and more reliable than an alarm clock. The first noise I would hear was the bedroom door slamming. This would be followed by my uncle tramping along the creaky wooden landing and down the stairs. Then another door would slam as he disappeared into the bathroom. If anyone was still asleep, the rush of water, followed by two more slammed doors before he returned to the bedroom, served to remind them that my uncle expected his breakfast to be on the table by the time he walked into the kitchen. He only had a wash and a shave on Saturday evenings before going to the cinema. He took a bath four times a year on quarter-day. No one was going to accuse him of wasting his hard-earned cash on soap. My mum would be next up, leaping out of bed moments after the first slammed door. There would be a bowl of porridge on the stove by the time my uncle came out of the bathroom. Grandma followed shortly afterwards, and would join her daughter in the kitchen before my uncle had taken his place at the head of the table. I had to be down within 5 minutes of the first slammed door if I hoped to get any breakfast. This daily routine in the household never varied.","If anyone was still asleep, the rush of water, followed by two more slammed doors before he returned to the bedroom, served to 33 ______ them that my uncle expected his breakfast to be on the table by the time he walked into the kitchen.","If anyone was still asleep, the rush of water, followed by two more slammed doors before he returned to the bedroom, served to remind them that my uncle expected his breakfast to be on the table by the time he walked into the kitchen."
A5C497,My uncle,34,made,kept,held,took,"I didn't like my uncle Conrad. When he rose in the morning, he somehow managed to wake the entire household. No one complained, as he was the breadwinner in the family, and in any case, he was cheaper and more reliable than an alarm clock. The first noise I would hear was the bedroom door slamming. This would be followed by my uncle tramping along the creaky wooden landing and down the stairs. Then another door would slam as he disappeared into the bathroom. If anyone was still asleep, the rush of water, followed by two more slammed doors before he returned to the bedroom, served to remind them that my uncle expected his breakfast to be on the table by the time he walked into the kitchen. He only had a wash and a shave on Saturday evenings before going to the cinema. He took a bath four times a year on quarter-day. No one was going to accuse him of wasting his hard-earned cash on soap. My mum would be next up, leaping out of bed moments after the first slammed door. There would be a bowl of porridge on the stove by the time my uncle came out of the bathroom. Grandma followed shortly afterwards, and would join her daughter in the kitchen before my uncle had taken his place at the head of the table. I had to be down within 5 minutes of the first slammed door if I hoped to get any breakfast. This daily routine in the household never varied.",He 34 ______ a bath four times a year on quarter-day.,He took a bath four times a year on quarter-day.
A5C497,My uncle,35,add,link,fit,join,"I didn't like my uncle Conrad. When he rose in the morning, he somehow managed to wake the entire household. No one complained, as he was the breadwinner in the family, and in any case, he was cheaper and more reliable than an alarm clock. The first noise I would hear was the bedroom door slamming. This would be followed by my uncle tramping along the creaky wooden landing and down the stairs. Then another door would slam as he disappeared into the bathroom. If anyone was still asleep, the rush of water, followed by two more slammed doors before he returned to the bedroom, served to remind them that my uncle expected his breakfast to be on the table by the time he walked into the kitchen. He only had a wash and a shave on Saturday evenings before going to the cinema. He took a bath four times a year on quarter-day. No one was going to accuse him of wasting his hard-earned cash on soap. My mum would be next up, leaping out of bed moments after the first slammed door. There would be a bowl of porridge on the stove by the time my uncle came out of the bathroom. Grandma followed shortly afterwards, and would join her daughter in the kitchen before my uncle had taken his place at the head of the table. I had to be down within 5 minutes of the first slammed door if I hoped to get any breakfast. This daily routine in the household never varied.","Grandma followed shortly afterwards, and would 35 ______ her daughter in the kitchen before my uncle had taken his place at the head of the table.","Grandma followed shortly afterwards, and would join her daughter in the kitchen before my uncle had taken his place at the head of the table."
